,X10_1N_H_N_1,X11_1N_H_N_1,X12_1N_H_N_1,X13_1N_H_N_1,X14_1N_H_N_1,X15_1N_H_N_1,X16_1N_H_N_1,X17_1N_H_N_1,X18_1N_H_N_1,X19_1N_H_N_1,X20_1N_H_N_1
Otu31,0.0304054054054054,0,0,0.341216216216216,0,0,0.00337837837837838,0.00337837837837838,0.0777027027027027,0.0743243243243243,0.0675675675675676
Otu201,0,0.00337837837837838,0,0,0,0,0,0.00675675675675676,0,0,0
Otu199,0,0,0.0371621621621622,0.0709459459459459,0.00337837837837838,0,0,0,0,0.027027027027027,0
Otu315,0,0,0,0.00337837837837838,0,0,0,0,0,0.0101351351351351,0
Otu212,0.0405405405405405,0,0,0.00337837837837838,0,0.0202702702702703,0,0,0.0101351351351351,0.0506756756756757,0
Otu1856,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0.00337837837837838,0,0.0236486486486486,0
Otu117,0,0,0,0.00675675675675676,0,0.0135135135135135,0,0.00675675675675676,0.00337837837837838,0.027027027027027,0.0236486486486486
Otu42,0.0101351351351351,0.027027027027027,0.0101351351351351,0,0,0,0,0.0675675675675676,0.14527027027027,0.0371621621621622,0
Otu24,0.0168918918918919,0.408783783783784,0.158783783783784,0.0337837837837838,0.0236486486486486,0.128378378378378,0.0236486486486486,0.165540540540541,0.0777027027027027,0.0236486486486486,0.0371621621621622
Otu114,0,0,0,0,0,0,0,0,0.00675675675675676,0,0
Otu198,0,0.00337837837837838,0,0,0,0,0,0.00337837837837838,0,0,0
Otu1768,0.00675675675675676,0,0,0.0236486486486486,0,0,0,0,0,0,0
Otu32,0.00675675675675676,0,0,0,0,0,0,0,0.0371621621621622,0.0675675675675676,0.0405405405405405
Otu3873,0,0,0.0371621621621622,0,0.0236486486486486,0,0.00337837837837838,0.0202702702702703,0,0.00337837837837838,0
Otu193,0,0.0371621621621622,0,0.0236486486486486,0,0.0135135135135135,0,0,0,0.0304054054054054,0
Otu264,0,0,0,0,0,0,0.462837837837838,0.00675675675675676,0,0,0
Otu470,0,0,0,0,0,0,0,0,0.00675675675675676,0,0
Otu507,0.00337837837837838,0,0,0.00337837837837838,0,0.0405405405405405,0,0,0,0,0
Otu9526,0.0135135135135135,0.097972972972973,0.0168918918918919,0.00337837837837838,0,0,0.00337837837837838,0.00337837837837838,0.0101351351351351,0.0202702702702703,0.0202702702702703
Otu10837,0,0,0,0,0,0,0,0,0,0.00675675675675676,0
Otu5,0.0777027027027027,0,0.0135135135135135,0.10472972972973,0.358108108108108,0.00675675675675676,0.00675675675675676,0.175675675675676,0.121621621621622,0.0236486486486486,0.0945945945945946
Otu3234,0,0,0.0641891891891892,0,0,0,0,0,0,0,0
Otu1213,0.0202702702702703,0.0472972972972973,0,0,0,0,0.0405405405405405,0,0,0.00337837837837838,0.00675675675675676
Otu109,0,0.0135135135135135,0.0135135135135135,0,0.0101351351351351,0.0101351351351351,0.00675675675675676,0.0135135135135135,0,0,0
