,X10_23S_N_C_1,X11_23S_N_C_1,X12_23S_N_C_1,X13_23S_N_C_1,X14_23S_N_C_1,X15_23S_N_C_1,X16_23S_N_C_1,X17_23S_N_C_1,X18_23S_N_C_1,X19_23S_N_C_1,X20_23S_N_C_1
Otu31,0.182432432432432,0.128378378378378,0.0743243243243243,0.148648648648649,0.0540540540540541,0.00675675675675676,0,0.0675675675675676,0.0608108108108108,0.0844594594594595,0.0405405405405405
Otu201,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0,0,0,0
Otu315,0.0506756756756757,0.0101351351351351,0,0,0,0,0,0,0,0.00337837837837838,0
Otu212,0,0,0,0,0,0,0,0.00337837837837838,0,0,0
Otu1856,0.0101351351351351,0.0135135135135135,0.0878378378378378,0,0.0202702702702703,0.0135135135135135,0.00337837837837838,0.0472972972972973,0.0135135135135135,0.0202702702702703,0.0304054054054054
Otu117,0,0,0.00337837837837838,0.10472972972973,0.00675675675675676,0.0101351351351351,0.0101351351351351,0.0337837837837838,0.0202702702702703,0.0135135135135135,0.0439189189189189
Otu42,0.0472972972972973,0.0101351351351351,0.0675675675675676,0.0101351351351351,0.10472972972973,0.0135135135135135,0,0.0202702702702703,0,0,0
Otu24,0.0202702702702703,0.206081081081081,0.108108108108108,0.138513513513514,0.0371621621621622,0.00337837837837838,0,0.0304054054054054,0.0439189189189189,0.0202702702702703,0.00337837837837838
Otu114,0.00337837837837838,0,0,0.00675675675675676,0.00337837837837838,0,0.00337837837837838,0,0,0,0.00337837837837838
Otu198,0.0236486486486486,0.0371621621621622,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0.00337837837837838
Otu1768,0.0236486486486486,0,0,0,0,0,0,0,0,0,0
Otu57,0.00675675675675676,0,0.00337837837837838,0,0,0,0.0101351351351351,0,0,0,0.00337837837837838
Otu32,0.0168918918918919,0,0.0236486486486486,0.00337837837837838,0.0608108108108108,0.195945945945946,0.283783783783784,0.0777027027027027,0.135135135135135,0.0202702702702703,0.114864864864865
Otu3873,0.00337837837837838,0.0101351351351351,0,0.00675675675675676,0.0135135135135135,0.00337837837837838,0,0,0,0,0
Otu193,0,0.0236486486486486,0,0.0540540540540541,0,0,0.0135135135135135,0,0.0168918918918919,0,0.0168918918918919
Otu264,0,0,0,0,0,0,0.00337837837837838,0,0,0,0.0304054054054054
Otu470,0,0,0,0,0,0,0,0,0,0.00337837837837838,0
Otu507,0.131756756756757,0,0,0,0,0,0,0,0,0,0
Otu9526,0.027027027027027,0.0878378378378378,0,0.0405405405405405,0.027027027027027,0.00337837837837838,0,0.0168918918918919,0.0168918918918919,0,0
Otu5,0,0,0,0.00675675675675676,0.0743243243243243,0.0101351351351351,0.337837837837838,0.182432432432432,0.0337837837837838,0.256756756756757,0.0777027027027027
Otu3234,0.0101351351351351,0.0337837837837838,0.10472972972973,0.00337837837837838,0.0101351351351351,0.027027027027027,0.0135135135135135,0.00337837837837838,0,0.0304054054054054,0.0101351351351351
Otu1213,0.027027027027027,0.00675675675675676,0,0,0,0,0,0.0236486486486486,0.0236486486486486,0.00675675675675676,0.0135135135135135
Otu1020,0,0,0,0.027027027027027,0,0,0,0,0,0,0
Otu109,0.00337837837837838,0,0.00675675675675676,0.0101351351351351,0.0168918918918919,0.00337837837837838,0.00675675675675676,0,0.0101351351351351,0.00337837837837838,0.0101351351351351
Otu94,0.00675675675675676,0,0.00337837837837838,0,0.0236486486486486,0.148648648648649,0,0,0.00337837837837838,0,0
Otu35,0.0101351351351351,0,0.0878378378378378,0.00337837837837838,0.0202702702702703,0.00675675675675676,0.0101351351351351,0.0135135135135135,0.00337837837837838,0.0135135135135135,0.00675675675675676
Otu121,0.0168918918918919,0.0168918918918919,0.0439189189189189,0.0574324324324324,0.00675675675675676,0.00675675675675676,0,0,0,0,0.0135135135135135
Otu13211,0,0.00675675675675676,0,0,0,0,0,0,0,0,0
Otu451,0.0101351351351351,0,0,0,0.0101351351351351,0.00337837837837838,0.00675675675675676,0.0101351351351351,0.00337837837837838,0,0.0101351351351351
Otu92,0,0.00337837837837838,0,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0
Otu1298,0,0,0.0101351351351351,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0
Otu123,0.0101351351351351,0,0,0,0,0,0,0.0101351351351351,0,0.0101351351351351,0.0236486486486486
Otu23,0.0101351351351351,0,0.0168918918918919,0.00337837837837838,0.0236486486486486,0.0405405405405405,0.027027027027027,0.0709459459459459,0.00675675675675676,0.0844594594594595,0.00675675675675676
Otu60,0.0168918918918919,0,0,0,0.14527027027027,0.0202702702702703,0.0135135135135135,0.0168918918918919,0.0236486486486486,0.0101351351351351,0
Otu502,0,0,0,0.0304054054054054,0.00337837837837838,0.00337837837837838,0,0,0.0135135135135135,0.00675675675675676,0.00337837837837838
Otu144,0.0101351351351351,0,0.00337837837837838,0.0135135135135135,0,0.00337837837837838,0,0.0168918918918919,0.0135135135135135,0,0.00337837837837838
Otu3381,0.00337837837837838,0,0,0,0,0,0,0.00337837837837838,0,0,0
Otu8284,0.0101351351351351,0.00675675675675676,0.0608108108108108,0.00675675675675676,0.0101351351351351,0.0371621621621622,0,0,0,0.00675675675675676,0
Otu1165,0.00675675675675676,0,0,0.00675675675675676,0.0202702702702703,0,0,0,0,0.00337837837837838,0
Otu16,0.0202702702702703,0,0,0.00675675675675676,0.027027027027027,0.155405405405405,0.0168918918918919,0.0506756756756757,0.162162162162162,0,0.0574324324324324
Otu12775,0,0,0,0,0,0.00337837837837838,0,0,0,0,0.00337837837837838
Otu692,0,0,0,0,0.00337837837837838,0,0,0,0,0.0135135135135135,0
Otu673,0,0,0,0,0.00675675675675676,0,0,0,0,0,0
Otu331,0,0,0,0.0202702702702703,0,0.0101351351351351,0,0,0,0,0
Otu2205,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu1416,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu2036,0.00675675675675676,0,0.00337837837837838,0,0,0,0,0,0,0,0.00675675675675676
Otu986,0,0,0,0,0.00337837837837838,0,0,0,0,0,0
Otu12528,0,0.00337837837837838,0,0,0,0,0,0,0,0,0
