,X10_18N_H_N_0,X11_18N_H_N_0,X12_18N_H_N_0,X13_18N_H_N_0,X14_18N_H_N_0,X15_18N_H_N_0,X16_18N_H_N_0,X17_18N_H_N_0,X18_18N_H_N_0,X19_18N_H_N_0,X20_18N_H_N_0
Otu31,0.125,0.00337837837837838,0.00675675675675676,0.162162162162162,0.0540540540540541,0.0371621621621622,0.0202702702702703,0.0608108108108108,0.00675675675675676,0.226351351351351,0.0202702702702703
Otu201,0,0,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0
Otu199,0,0,0,0,0.0439189189189189,0,0,0,0,0,0
Otu315,0,0,0.00337837837837838,0,0.0405405405405405,0,0.00337837837837838,0,0,0,0
Otu212,0,0,0,0,0,0,0,0,0,0.0472972972972973,0
Otu1856,0.0371621621621622,0,0,0,0,0.00337837837837838,0,0,0,0.0135135135135135,0.00675675675675676
Otu117,0.0135135135135135,0,0,0,0,0,0,0.00675675675675676,0.00675675675675676,0.0405405405405405,0.0371621621621622
Otu42,0.0304054054054054,0.0202702702702703,0.0135135135135135,0.422297297297297,0.226351351351351,0.141891891891892,0,0.0101351351351351,0.0101351351351351,0.0540540540540541,0.0236486486486486
Otu24,0.114864864864865,0.148648648648649,0.172297297297297,0.0337837837837838,0.0608108108108108,0.00337837837837838,0.0101351351351351,0.0304054054054054,0,0.0337837837837838,0.0506756756756757
Otu114,0.0405405405405405,0,0,0,0.0371621621621622,0,0.00675675675675676,0,0,0,0
Otu198,0,0.00337837837837838,0,0,0,0,0,0.00337837837837838,0,0.00337837837837838,0.00337837837837838
Otu1768,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu57,0.0371621621621622,0,0,0,0,0,0,0,0,0,0
Otu32,0.0337837837837838,0,0,0.00675675675675676,0,0.0168918918918919,0,0.0101351351351351,0.00675675675675676,0.0202702702702703,0.0337837837837838
Otu3873,0,0,0,0,0.0304054054054054,0.00337837837837838,0.0135135135135135,0.00337837837837838,0,0.0101351351351351,0.0135135135135135
Otu193,0,0.0168918918918919,0,0.0168918918918919,0,0.00337837837837838,0,0.0168918918918919,0.0101351351351351,0,0
Otu470,0,0,0,0,0,0,0.00675675675675676,0,0,0,0
Otu9526,0.027027027027027,0.216216216216216,0.0337837837837838,0.0135135135135135,0,0,0,0.0337837837837838,0.00675675675675676,0.0135135135135135,0.0506756756756757
Otu5,0.0439189189189189,0,0.0168918918918919,0.0337837837837838,0.0202702702702703,0.182432432432432,0.0135135135135135,0.324324324324324,0.097972972972973,0.182432432432432,0.027027027027027
Otu3234,0.0168918918918919,0,0.0135135135135135,0.0101351351351351,0.0101351351351351,0.0202702702702703,0.00675675675675676,0,0,0,0
Otu1213,0.00675675675675676,0,0.0371621621621622,0,0,0.00675675675675676,0.00337837837837838,0.00675675675675676,0,0.00675675675675676,0.00675675675675676
Otu1020,0,0,0.00675675675675676,0,0,0.0135135135135135,0.0168918918918919,0.00337837837837838,0.00675675675675676,0,0
Otu109,0,0,0.0304054054054054,0,0,0.00675675675675676,0,0,0,0,0
Otu94,0,0,0,0,0.0878378378378378,0.114864864864865,0.0574324324324324,0,0.0101351351351351,0,0
Otu35,0.00675675675675676,0,0,0,0,0.0574324324324324,0.179054054054054,0,0.00337837837837838,0.00337837837837838,0.0135135135135135
Otu121,0,0.108108108108108,0.0202702702702703,0.00675675675675676,0.0135135135135135,0.00337837837837838,0,0.0236486486486486,0.00337837837837838,0,0.00675675675675676
Otu451,0.00337837837837838,0,0,0,0,0,0,0,0,0.00337837837837838,0.00675675675675676
Otu92,0,0,0.0135135135135135,0.0135135135135135,0,0,0,0,0,0.0236486486486486,0.00337837837837838
Otu1298,0,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0
Otu123,0,0,0,0,0.027027027027027,0.00337837837837838,0,0.00675675675675676,0,0.0202702702702703,0
Otu3302,0,0,0,0,0,0,0,0,0,0.00337837837837838,0
Otu23,0,0,0,0,0,0,0,0,0,0.00337837837837838,0.0439189189189189
Otu60,0.0641891891891892,0.0304054054054054,0.027027027027027,0.00337837837837838,0,0.0472972972972973,0,0,0,0.0608108108108108,0.0371621621621622
Otu502,0,0,0,0,0,0.0135135135135135,0,0,0,0,0
Otu144,0.0135135135135135,0,0.0202702702702703,0.0439189189189189,0,0.00337837837837838,0,0.00337837837837838,0,0.0101351351351351,0
Otu8284,0,0,0,0,0,0,0.027027027027027,0,0.0101351351351351,0,0.0304054054054054
Otu1165,0.0202702702702703,0.0101351351351351,0,0.00337837837837838,0,0,0,0,0,0,0.00675675675675676
Otu16,0.00337837837837838,0,0,0,0.0202702702702703,0.152027027027027,0.22972972972973,0.128378378378378,0.0641891891891892,0.00337837837837838,0.135135135135135
Otu12775,0,0.0101351351351351,0.0202702702702703,0,0,0,0,0,0,0,0
