,X10_5N_H_N_0,X11_5N_H_N_0,X12_5N_H_N_0,X13_5N_H_N_0,X14_5N_H_N_0,X15_5N_H_N_0,X16_5N_H_N_0,X17_5N_H_N_0,X18_5N_H_N_0,X19_5N_H_N_0,X20_5N_H_N_0
Otu31,0.0168918918918919,0.00337837837837838,0,0.135135135135135,0,0.0574324324324324,0,0.0439189189189189,0.0101351351351351,0.027027027027027,0.0945945945945946
Otu201,0,0,0,0,0,0,0,0,0.00675675675675676,0,0
Otu199,0,0,0,0.0236486486486486,0,0.00675675675675676,0,0.00675675675675676,0,0.0101351351351351,0
Otu315,0,0,0,0.00675675675675676,0,0,0,0,0,0,0
Otu212,0,0,0,0,0,0,0,0,0.00337837837837838,0,0.0202702702702703
Otu117,0.0945945945945946,0,0,0,0,0,0,0,0.00337837837837838,0.0304054054054054,0
Otu42,0.0135135135135135,0.0304054054054054,0.0439189189189189,0.0304054054054054,0.0101351351351351,0.00337837837837838,0,0.10472972972973,0.462837837837838,0.0675675675675676,0.0405405405405405
Otu24,0.0506756756756757,0.195945945945946,0.304054054054054,0.0439189189189189,0.0675675675675676,0.0472972972972973,0.0101351351351351,0.114864864864865,0.0608108108108108,0.0641891891891892,0.0641891891891892
Otu114,0.0101351351351351,0,0,0,0,0,0,0,0,0,0.0337837837837838
Otu198,0,0,0.00337837837837838,0,0,0,0,0,0,0,0.0101351351351351
Otu1768,0,0,0,0.0777027027027027,0,0,0.00337837837837838,0,0,0.00337837837837838,0.0101351351351351
Otu57,0.0405405405405405,0,0,0,0,0,0,0,0,0,0
Otu32,0.0202702702702703,0,0,0,0,0,0,0,0.00337837837837838,0.0101351351351351,0
Otu3873,0.0202702702702703,0.0641891891891892,0,0,0,0,0.0168918918918919,0,0,0.00337837837837838,0
Otu193,0,0,0,0.0135135135135135,0,0,0.027027027027027,0,0,0.0101351351351351,0
Otu264,0,0,0,0,0.00337837837837838,0,0,0,0,0.0202702702702703,0.00337837837837838
Otu470,0,0,0,0,0,0,0.00675675675675676,0,0,0,0
Otu507,0,0,0,0.0304054054054054,0,0,0,0.00337837837837838,0,0,0
Otu9526,0.0101351351351351,0.0540540540540541,0.0405405405405405,0.0101351351351351,0.0641891891891892,0,0,0.108108108108108,0.0337837837837838,0.0641891891891892,0.0506756756756757
Otu5,0,0,0,0,0,0.0101351351351351,0.00675675675675676,0.0912162162162162,0.0540540540540541,0.0675675675675676,0.10472972972973
