,X10_6S_N_C_1,X11_6S_N_C_1,X12_6S_N_C_1,X13_6S_N_C_1,X14_6S_N_C_1,X15_6S_N_C_1,X16_6S_N_C_1,X17_6S_N_C_1,X18_6S_N_C_1,X19_6S_N_C_1,X20_6S_N_C_1
Otu31,0.0540540540540541,0.0202702702702703,0.0101351351351351,0.334459459459459,0.290540540540541,0.0540540540540541,0.0168918918918919,0.114864864864865,0.0472972972972973,0.0371621621621622,0.128378378378378
Otu201,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0,0,0
Otu199,0,0,0,0,0,0,0,0,0,0.0202702702702703,0
Otu315,0,0.00337837837837838,0,0,0,0,0,0,0,0,0
Otu212,0,0,0,0,0,0,0,0,0,0.0439189189189189,0
Otu1856,0.0135135135135135,0,0,0,0,0.0101351351351351,0.0135135135135135,0.0101351351351351,0.0101351351351351,0.0439189189189189,0
Otu117,0.0304054054054054,0,0.00675675675675676,0.0337837837837838,0.00337837837837838,0.0135135135135135,0.0371621621621622,0.0202702702702703,0.0202702702702703,0.027027027027027,0.0304054054054054
Otu42,0,0.0743243243243243,0.0337837837837838,0.0405405405405405,0,0.0101351351351351,0.0135135135135135,0,0.00675675675675676,0.0135135135135135,0.0777027027027027
Otu24,0.101351351351351,0.0675675675675676,0.125,0.0945945945945946,0.0439189189189189,0.0304054054054054,0.00337837837837838,0.0439189189189189,0.0405405405405405,0.0608108108108108,0.0337837837837838
Otu114,0,0,0.0202702702702703,0,0,0.00337837837837838,0,0,0.00337837837837838,0,0
Otu198,0.00675675675675676,0.00675675675675676,0,0.00337837837837838,0.00337837837837838,0.0439189189189189,0.0472972972972973,0.00675675675675676,0.0202702702702703,0,0
Otu1768,0,0,0,0,0,0,0,0,0.0135135135135135,0.00337837837837838,0.00337837837837838
Otu57,0.168918918918919,0,0.118243243243243,0,0,0.0168918918918919,0,0.00337837837837838,0,0,0
Otu32,0.027027027027027,0,0.0236486486486486,0.00337837837837838,0.027027027027027,0.0472972972972973,0,0.0574324324324324,0.097972972972973,0.111486486486486,0.111486486486486
Otu3873,0.00675675675675676,0,0,0.0709459459459459,0.10472972972973,0.0439189189189189,0.0101351351351351,0.00337837837837838,0.0101351351351351,0,0
Otu193,0.00675675675675676,0,0,0,0,0,0,0,0,0.00675675675675676,0.0101351351351351
Otu264,0,0,0,0,0,0,0,0,0.00337837837837838,0,0
Otu470,0,0,0,0,0,0,0,0,0,0,0.0168918918918919
Otu507,0,0,0,0,0,0,0,0,0,0.00675675675675676,0
Otu9526,0,0.027027027027027,0.0608108108108108,0.0168918918918919,0.0574324324324324,0.0236486486486486,0.0101351351351351,0.0540540540540541,0.0777027027027027,0.0236486486486486,0.0304054054054054
Otu5,0.219594594594595,0.0304054054054054,0.260135135135135,0.00675675675675676,0.0574324324324324,0.10472972972973,0.155405405405405,0.14527027027027,0.0709459459459459,0.0101351351351351,0.027027027027027
Otu3234,0,0,0.00675675675675676,0,0,0.00675675675675676,0.027027027027027,0,0.0168918918918919,0.00337837837837838,0
Otu1213,0,0.0101351351351351,0.0337837837837838,0.00337837837837838,0,0.00675675675675676,0,0.0135135135135135,0.0168918918918919,0.0135135135135135,0.0135135135135135
Otu109,0,0.0135135135135135,0.0135135135135135,0.0101351351351351,0,0,0,0.00675675675675676,0.0135135135135135,0,0.0202702702702703
Otu94,0,0,0.00675675675675676,0.00337837837837838,0,0.00337837837837838,0,0.0168918918918919,0,0.00337837837837838,0
Otu35,0.00337837837837838,0,0.0135135135135135,0,0.00675675675675676,0.0236486486486486,0.0135135135135135,0.0101351351351351,0,0,0.00675675675675676
Otu5288,0,0,0,0,0,0,0,0,0,0,0.00675675675675676
Otu121,0.0472972972972973,0.0912162162162162,0,0,0.00337837837837838,0.00675675675675676,0,0.0101351351351351,0.0236486486486486,0.0168918918918919,0.00675675675675676
Otu451,0,0,0,0.00337837837837838,0,0.00337837837837838,0,0.00337837837837838,0,0.00337837837837838,0.0236486486486486
Otu92,0.0135135135135135,0,0,0,0,0,0,0,0.00337837837837838,0.0101351351351351,0
Otu1298,0,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0.00675675675675676,0.00337837837837838,0
Otu123,0,0,0,0,0,0,0,0.00337837837837838,0,0.00337837837837838,0
Otu3302,0,0,0,0,0,0.0101351351351351,0,0,0,0,0.00337837837837838
Otu23,0.027027027027027,0.0101351351351351,0.0337837837837838,0.0135135135135135,0.00675675675675676,0.0709459459459459,0.10472972972973,0.00337837837837838,0.0135135135135135,0.027027027027027,0.0202702702702703
Otu60,0.0101351351351351,0,0,0.0506756756756757,0,0.0236486486486486,0.138513513513514,0,0.0135135135135135,0.0506756756756757,0.0236486486486486
Otu502,0.00337837837837838,0,0,0.0101351351351351,0.0168918918918919,0,0.00337837837837838,0,0,0.00675675675675676,0
Otu144,0,0,0.00675675675675676,0.00337837837837838,0.0101351351351351,0,0,0.00337837837837838,0.00337837837837838,0.0101351351351351,0
Otu8284,0,0.0439189189189189,0.0101351351351351,0.0304054054054054,0.0337837837837838,0.0168918918918919,0,0.0472972972972973,0,0.0135135135135135,0.0101351351351351
Otu1165,0.0472972972972973,0.00337837837837838,0,0,0,0,0,0.00337837837837838,0,0,0.00337837837837838
Otu16,0,0,0.0202702702702703,0.0135135135135135,0.101351351351351,0.128378378378378,0.0844594594594595,0.0304054054054054,0.0777027027027027,0.0101351351351351,0.0168918918918919
Otu12775,0,0,0.00675675675675676,0,0,0.0101351351351351,0,0,0,0,0.0135135135135135
Otu3630,0,0,0,0,0,0.00675675675675676,0,0,0,0,0
Otu692,0.0101351351351351,0,0,0,0,0,0,0,0.00337837837837838,0,0
Otu762,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu6860,0,0,0,0.00337837837837838,0.00675675675675676,0,0,0,0,0,0
Otu10138,0,0,0,0,0,0,0,0.00337837837837838,0,0,0
Otu331,0.00337837837837838,0.00675675675675676,0.0236486486486486,0,0.00675675675675676,0,0,0,0.00337837837837838,0,0.0135135135135135
Otu2205,0,0,0.00337837837837838,0,0,0,0,0,0,0,0
Otu1416,0,0,0,0,0,0,0,0.00337837837837838,0,0,0
Otu986,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
Otu175,0.00675675675675676,0,0.00675675675675676,0,0.00337837837837838,0.0135135135135135,0.0506756756756757,0.0101351351351351,0.00337837837837838,0.00675675675675676,0
Otu1432,0,0,0,0,0,0.00675675675675676,0,0,0,0,0.00337837837837838
Otu3033,0,0,0.00337837837837838,0,0,0,0,0,0,0,0.00337837837837838
Otu274,0.0168918918918919,0,0.0168918918918919,0.00675675675675676,0.0337837837837838,0,0,0,0.00337837837837838,0,0
Otu2158,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu2862,0,0,0,0,0,0,0,0.00337837837837838,0,0.00337837837837838,0
Otu1407,0.0101351351351351,0,0,0,0,0,0,0,0,0,0
Otu434,0,0,0,0,0,0,0,0.0101351351351351,0,0.00337837837837838,0.00337837837837838
Otu406,0.00675675675675676,0,0,0,0.0337837837837838,0,0,0.00337837837837838,0.00337837837837838,0.00675675675675676,0.0101351351351351
Otu390,0.00675675675675676,0.00337837837837838,0.0168918918918919,0.00675675675675676,0,0,0,0,0,0.0101351351351351,0
Otu3822,0,0,0,0.00675675675675676,0.0168918918918919,0,0,0,0,0,0
Otu139,0,0,0,0,0.00337837837837838,0.0135135135135135,0,0.00675675675675676,0.00675675675675676,0.0506756756756757,0
