,X10_13N_N_N_0,X11_13N_N_N_0,X12_13N_N_N_0,X13_13N_N_N_0,X14_13N_N_N_0,X15_13N_N_N_0,X16_13N_N_N_0,X17_13N_N_N_0,X18_13N_N_N_0,X19_13N_N_N_0,X20_13N_N_N_0
Otu31,0.39527027027027,0.0236486486486486,0.148648648648649,0.0439189189189189,0.00675675675675676,0.0168918918918919,0.199324324324324,0.125,0.168918918918919,0.141891891891892,0.027027027027027
Otu201,0,0,0.00337837837837838,0.00675675675675676,0,0.0135135135135135,0,0,0.00675675675675676,0,0
Otu199,0,0.0371621621621622,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0,0
Otu315,0,0.0844594594594595,0.00675675675675676,0,0,0,0.00337837837837838,0,0,0,0
Otu212,0.0506756756756757,0.0743243243243243,0.0540540540540541,0,0.516891891891892,0,0.0608108108108108,0,0,0,0
Otu1856,0.0101351351351351,0,0,0,0,0.0777027027027027,0.027027027027027,0.0236486486486486,0,0.0168918918918919,0.0168918918918919
Otu117,0.0236486486486486,0,0,0.0236486486486486,0,0.0304054054054054,0.0168918918918919,0.0168918918918919,0.00675675675675676,0.027027027027027,0.0304054054054054
Otu42,0.0202702702702703,0.0236486486486486,0.0472972972972973,0.216216216216216,0.0743243243243243,0.0912162162162162,0.00337837837837838,0,0.00337837837837838,0.0236486486486486,0.0101351351351351
Otu24,0.121621621621622,0.0912162162162162,0.0540540540540541,0.0304054054054054,0.00675675675675676,0.0472972972972973,0.0202702702702703,0.0878378378378378,0.0574324324324324,0.0236486486486486,0.0236486486486486
Otu114,0,0,0.0135135135135135,0,0,0,0,0,0.0135135135135135,0,0
Otu198,0.0101351351351351,0.00337837837837838,0,0.00337837837837838,0,0,0,0.00675675675675676,0.00337837837837838,0.00337837837837838,0
Otu1768,0,0,0.0202702702702703,0,0.00675675675675676,0,0,0,0,0,0
Otu57,0,0,0.0168918918918919,0.152027027027027,0.027027027027027,0,0.00337837837837838,0.0236486486486486,0,0.0405405405405405,0.0202702702702703
Otu32,0.00337837837837838,0,0,0.0135135135135135,0,0.0405405405405405,0.00337837837837838,0.0135135135135135,0,0,0.027027027027027
Otu3873,0,0.00337837837837838,0,0,0,0,0,0.0135135135135135,0,0,0
Otu193,0.0371621621621622,0,0.00675675675675676,0.0202702702702703,0,0.0101351351351351,0,0,0,0.0101351351351351,0
Otu264,0,0,0,0,0.00337837837837838,0,0.152027027027027,0.0101351351351351,0,0.0641891891891892,0
Otu470,0,0,0,0,0,0,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0
Otu507,0,0.0506756756756757,0.0101351351351351,0,0.0236486486486486,0,0,0,0,0,0
Otu9526,0.027027027027027,0.0472972972972973,0.0135135135135135,0.027027027027027,0.00337837837837838,0.00675675675675676,0.0168918918918919,0.0608108108108108,0.0236486486486486,0.0101351351351351,0.0168918918918919
Otu10837,0,0.00675675675675676,0,0,0,0,0,0,0,0,0
Otu5,0.00675675675675676,0,0.0777027027027027,0.00675675675675676,0,0,0.0371621621621622,0.0439189189189189,0.0168918918918919,0.0945945945945946,0.206081081081081
