,X10_4S_H_C_2,X11_4S_H_C_2,X12_4S_H_C_2,X13_4S_H_C_2,X14_4S_H_C_2,X15_4S_H_C_2,X16_4S_H_C_2,X17_4S_H_C_2,X18_4S_H_C_2,X19_4S_H_C_2,X20_4S_H_C_2
Otu31,0.168918918918919,0.00337837837837838,0.0168918918918919,0.0439189189189189,0,0.0304054054054054,0.00675675675675676,0.108108108108108,0.0371621621621622,0.00675675675675676,0.0810810810810811
Otu199,0,0,0,0.0574324324324324,0,0,0,0,0,0,0
Otu315,0.0202702702702703,0,0,0,0,0,0.00337837837837838,0,0,0,0
Otu212,0,0,0,0,0,0,0.0101351351351351,0,0,0.0135135135135135,0
Otu1856,0.027027027027027,0.00675675675675676,0.0236486486486486,0.0135135135135135,0,0.0304054054054054,0.0472972972972973,0.00337837837837838,0.00337837837837838,0.0304054054054054,0.0236486486486486
Otu117,0.0101351351351351,0,0.0168918918918919,0.0168918918918919,0,0.0101351351351351,0.00675675675675676,0.0101351351351351,0,0.0168918918918919,0.027027027027027
Otu42,0.0810810810810811,0.273648648648649,0.101351351351351,0.0101351351351351,0.0810810810810811,0.0101351351351351,0.0236486486486486,0.0304054054054054,0.0371621621621622,0.0371621621621622,0.00337837837837838
Otu24,0.114864864864865,0.10472972972973,0.097972972972973,0.0540540540540541,0.114864864864865,0.0371621621621622,0.0101351351351351,0.0304054054054054,0.0304054054054054,0.118243243243243,0.0371621621621622
Otu114,0.00675675675675676,0.00337837837837838,0.0135135135135135,0.00675675675675676,0.0608108108108108,0.0236486486486486,0,0.0202702702702703,0.0135135135135135,0,0
Otu198,0,0.0135135135135135,0,0.0101351351351351,0.00675675675675676,0,0.0168918918918919,0,0,0.00675675675675676,0.0202702702702703
Otu1768,0,0,0,0,0,0,0,0.00337837837837838,0,0,0.00337837837837838
Otu32,0.00675675675675676,0,0,0,0,0,0.111486486486486,0.0168918918918919,0.0912162162162162,0.0506756756756757,0.239864864864865
Otu3873,0.0337837837837838,0,0,0,0.0304054054054054,0,0.00337837837837838,0.0101351351351351,0.00337837837837838,0.0135135135135135,0.00337837837837838
Otu193,0.00675675675675676,0.00675675675675676,0.0337837837837838,0,0.0135135135135135,0,0.0135135135135135,0,0.0101351351351351,0.00675675675675676,0
Otu470,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu507,0.00675675675675676,0,0,0,0,0,0,0,0,0,0
Otu9526,0.0236486486486486,0.0337837837837838,0.0405405405405405,0.00675675675675676,0,0.0202702702702703,0.0236486486486486,0.0202702702702703,0.0135135135135135,0.00675675675675676,0.00675675675675676
Otu5,0.0945945945945946,0.00337837837837838,0.0337837837837838,0,0.0168918918918919,0.111486486486486,0.415540540540541,0.0641891891891892,0.222972972972973,0.128378378378378,0.0709459459459459
Otu3234,0.0135135135135135,0,0,0.0135135135135135,0.00337837837837838,0.00337837837837838,0,0,0.0101351351351351,0.0135135135135135,0
Otu1213,0.00675675675675676,0,0,0,0.0168918918918919,0.00337837837837838,0,0.0337837837837838,0.0101351351351351,0.00675675675675676,0.0337837837837838
Otu109,0.00337837837837838,0.0101351351351351,0.0101351351351351,0.00337837837837838,0,0.0202702702702703,0,0,0,0,0
Otu94,0.0202702702702703,0.00337837837837838,0.00675675675675676,0,0,0,0,0,0.00675675675675676,0,0
Otu35,0.00337837837837838,0.00337837837837838,0.0472972972972973,0.0506756756756757,0.0439189189189189,0.0675675675675676,0.0101351351351351,0.00675675675675676,0.0506756756756757,0,0
Otu127,0,0,0,0,0,0,0,0,0,0.00337837837837838,0
Otu5288,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
Otu121,0.0202702702702703,0.0236486486486486,0,0,0,0.00675675675675676,0,0,0.0202702702702703,0.00337837837837838,0.00337837837837838
Otu451,0.0168918918918919,0,0,0,0,0.0101351351351351,0,0,0.0101351351351351,0,0.00337837837837838
Otu92,0,0.0101351351351351,0,0,0,0,0.0135135135135135,0,0.0236486486486486,0,0
Otu1298,0.0101351351351351,0,0,0,0,0,0,0,0,0,0
Otu123,0,0,0,0,0,0,0.00337837837837838,0.00675675675675676,0,0.00675675675675676,0.0101351351351351
Otu3302,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu23,0,0,0.00675675675675676,0.0371621621621622,0.00675675675675676,0.0810810810810811,0.0135135135135135,0.0371621621621622,0.00337837837837838,0.0236486486486486,0.0168918918918919
Otu60,0.0202702702702703,0.0168918918918919,0,0.00337837837837838,0.0236486486486486,0.00675675675675676,0.0135135135135135,0.00675675675675676,0.0777027027027027,0.0202702702702703,0.00675675675675676
Otu502,0.00337837837837838,0,0,0,0,0,0,0,0,0.00337837837837838,0.00337837837837838
Otu2434,0,0,0,0,0.00337837837837838,0,0,0,0,0,0
Otu144,0,0.00337837837837838,0.0101351351351351,0.0101351351351351,0.0236486486486486,0.00675675675675676,0.00675675675675676,0.0101351351351351,0,0,0.00337837837837838
Otu3381,0.00675675675675676,0,0,0,0,0,0,0,0,0,0
Otu8284,0,0.0168918918918919,0,0,0,0,0.0101351351351351,0.00337837837837838,0,0.00675675675675676,0.0405405405405405
Otu1165,0.00337837837837838,0,0.0135135135135135,0.0371621621621622,0.0777027027027027,0.0101351351351351,0,0,0.0168918918918919,0.0101351351351351,0
Otu16,0.00337837837837838,0.199324324324324,0.0472972972972973,0.0236486486486486,0,0,0.111486486486486,0,0.0168918918918919,0.0472972972972973,0.0405405405405405
Otu12775,0,0,0,0,0,0,0.00337837837837838,0,0.0101351351351351,0,0
Otu3630,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu692,0,0,0.00675675675675676,0.0135135135135135,0.0135135135135135,0.00337837837837838,0,0,0,0,0
Otu762,0,0,0,0,0,0,0,0,0.00337837837837838,0,0
Otu331,0.00675675675675676,0,0.00337837837837838,0.00675675675675676,0.0101351351351351,0.00675675675675676,0,0,0,0.00337837837837838,0
Otu2205,0,0,0.00337837837837838,0,0.0101351351351351,0,0,0,0,0.00675675675675676,0
Otu1416,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu175,0.027027027027027,0,0,0,0,0,0,0,0,0.00675675675675676,0.00337837837837838
Otu1432,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
Otu274,0.00337837837837838,0,0.0236486486486486,0.00675675675675676,0.0304054054054054,0,0.00337837837837838,0,0,0,0
Otu2158,0,0,0,0,0,0,0,0,0.00337837837837838,0,0
Otu2862,0,0,0,0,0.00337837837837838,0,0,0,0,0,0
Otu1407,0.0135135135135135,0,0,0,0.0135135135135135,0,0,0,0,0,0
Otu995,0,0,0,0.00675675675675676,0,0,0,0,0,0,0
Otu434,0,0,0,0,0,0.00675675675675676,0,0,0.00337837837837838,0,0
Otu406,0.00337837837837838,0.00675675675675676,0.00337837837837838,0.00337837837837838,0,0,0,0.027027027027027,0.00337837837837838,0.00337837837837838,0
Otu390,0,0,0.0101351351351351,0.0135135135135135,0,0,0,0,0,0,0
Otu7923,0,0,0,0.00675675675675676,0,0,0,0.00337837837837838,0,0,0
Otu134,0,0,0,0.00675675675675676,0,0.0101351351351351,0,0,0.00337837837837838,0,0
Otu139,0.00675675675675676,0,0,0,0,0.0304054054054054,0,0,0,0.0101351351351351,0.00675675675675676
Otu163,0.00337837837837838,0,0,0,0,0.0101351351351351,0,0,0,0,0.00675675675675676
Otu14,0.00337837837837838,0,0.14527027027027,0,0,0,0,0,0.0405405405405405,0,0
Otu1928,0,0,0.0101351351351351,0.0540540540540541,0,0,0,0.00675675675675676,0,0.00675675675675676,0
Otu816,0.0540540540540541,0,0,0,0,0,0.00675675675675676,0,0,0,0
Otu242,0.0472972972972973,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu40,0,0.128378378378378,0.0337837837837838,0.00675675675675676,0.0574324324324324,0.0202702702702703,0,0.0405405405405405,0,0.0135135135135135,0.0304054054054054
Otu131,0,0,0.0135135135135135,0.00675675675675676,0.0202702702702703,0,0.00675675675675676,0,0,0,0
Otu1382,0.00337837837837838,0,0,0,0.0135135135135135,0,0,0,0.00675675675675676,0.00337837837837838,0
Otu951,0.00337837837837838,0,0.00675675675675676,0,0,0,0,0,0,0,0.00675675675675676
Otu790,0,0,0,0,0,0,0,0,0,0,0.0236486486486486
Otu630,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
Otu1283,0,0,0,0,0.00675675675675676,0,0,0,0,0,0.00675675675675676
Otu2398,0,0,0,0,0,0,0.00337837837837838,0,0,0,0
Otu2211,0,0,0.00675675675675676,0.00675675675675676,0,0,0,0,0,0,0
Otu122,0,0,0,0.0101351351351351,0,0,0,0,0,0,0
Otu727,0,0,0,0,0,0,0,0,0,0.00675675675675676,0.00337837837837838
Otu4063,0.0202702702702703,0,0.00675675675675676,0.0135135135135135,0.00337837837837838,0,0,0,0,0.00337837837837838,0
Otu116,0,0,0,0,0,0,0.0101351351351351,0,0.00675675675675676,0.0101351351351351,0
Otu1021,0.00675675675675676,0,0,0,0,0,0,0,0,0,0
Otu12405,0,0.00675675675675676,0,0,0.027027027027027,0,0,0,0,0,0
Otu11765,0,0.00337837837837838,0,0,0.00337837837837838,0,0,0,0,0,0
Otu263,0,0.027027027027027,0.0101351351351351,0.00675675675675676,0,0,0,0,0,0.00337837837837838,0.0135135135135135
Otu825,0,0,0,0,0,0,0.00337837837837838,0,0.00337837837837838,0,0
Otu5277,0.00337837837837838,0,0,0,0.00675675675675676,0,0,0,0,0,0
Otu1680,0.00337837837837838,0,0,0,0,0,0,0,0.00337837837837838,0,0
Otu1588,0.0101351351351351,0,0,0,0,0,0,0,0,0,0
Otu2636,0.027027027027027,0,0,0,0,0,0,0,0,0,0
Otu9117,0,0,0,0.00337837837837838,0,0,0,0,0,0.00337837837837838,0
Otu14412,0,0,0.00337837837837838,0.00337837837837838,0.00675675675675676,0.0337837837837838,0.00337837837837838,0,0,0,0.00337837837837838
Otu7801,0,0,0,0,0,0.00337837837837838,0,0,0,0,0
Otu3026,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu12309,0,0,0,0,0,0,0.00337837837837838,0,0,0,0
Otu278,0,0,0,0,0,0,0,0,0,0,0.0135135135135135
Otu13913,0,0,0,0,0,0.00337837837837838,0,0,0,0,0
Otu3352,0,0,0,0,0,0,0,0,0,0,0.00337837837837838
Otu110,0,0,0,0,0,0,0,0,0,0,0.00675675675675676
Otu420,0,0.00337837837837838,0.0337837837837838,0,0,0,0.00337837837837838,0,0,0.00337837837837838,0.00337837837837838
Otu6191,0,0,0,0,0,0,0.0101351351351351,0,0,0,0
Otu343,0,0,0,0,0,0,0,0,0,0.0540540540540541,0
Otu893,0,0,0,0,0,0,0.00337837837837838,0.00337837837837838,0,0,0
Otu200,0,0,0,0,0,0,0,0,0,0,0.0135135135135135
Otu187,0,0,0,0,0.00337837837837838,0,0,0,0,0,0
Otu3615,0,0,0,0,0,0,0,0,0,0.00337837837837838,0
Otu18,0,0.0810810810810811,0.125,0.253378378378378,0.0472972972972973,0.0777027027027027,0.0304054054054054,0.0506756756756757,0.111486486486486,0.0304054054054054,0.0168918918918919
Otu12464,0,0,0,0,0,0.00337837837837838,0,0,0,0,0
Otu1049,0,0,0,0,0.00337837837837838,0,0,0.00337837837837838,0,0,0
Otu59,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0,0
Otu931,0,0,0.00337837837837838,0.00675675675675676,0.0101351351351351,0.00337837837837838,0,0,0,0,0
Otu45,0,0,0,0,0,0.222972972972973,0,0.0912162162162162,0,0.168918918918919,0.0641891891891892
Otu12216,0,0,0,0.0202702702702703,0.00675675675675676,0.0135135135135135,0.0101351351351351,0.0101351351351351,0.00675675675675676,0.00337837837837838,0.00337837837837838
Otu928,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0,0
