,X10_1N_H_N_1,X11_1N_H_N_1,X12_1N_H_N_1,X13_1N_H_N_1,X14_1N_H_N_1,X15_1N_H_N_1,X16_1N_H_N_1,X17_1N_H_N_1,X18_1N_H_N_1,X19_1N_H_N_1,X20_1N_H_N_1
Otu1,0.0159910747489773,0.0360728895500186,0.148382298252138,0.118073633320937,0.0493120119003347,0.0193008553365563,0.0207140200818148,0.0523986612123466,0.0360728895500186,0.113276310896244,0.0989959092599479
Otu2,0.0155820007437709,0.0155448121978431,0.0254369654146523,0.0164745258460394,0.0312755671253254,0.0187058386017107,0.0251022685013016,0.0261435477872815,0.0152844923763481,0.0115284492376348,0.0110821866865006
Otu3,0.0092599479360357,0.0190777240609892,0.0407586463369282,0.0365563406470807,0.0166976571216065,0.0131647452584604,0.0117143919672741,0.0291186314615099,0.0179992562290814,0.0315730754927482,0.0248047601338788
Otu4,0.0167720342134623,0.0187430271476385,0.0307177389364076,0.0225734473782075,0.00758646336928226,0.0124209743399033,0.0129416139828933,0.0117515805132019,0.00814429155820007,0.00985496467088137,0.0101896615842321
Otu5,0.0719226478244701,0.0034957233172183,0.000223131275567125,0.00717738936407586,0.00557828188917813,0.00531796206768315,0.00200818148010413,0.0221271848270733,0.000148754183711417,0.000892525102268501,0.000929713648196356
Otu6,0.0526961695797694,3.71885459278542e-05,0,3.71885459278542e-05,0,0,0,0,0,0,0
Otu7,0.00431387132763109,0.0426180736333209,0.0153216809222759,0.0131647452584604,0.0206024544440312,0.0133506879880997,0.0173670509483079,0.0134994421718111,0.0170323540349572,0.00661956117515805,0.0113425065079955
Otu8,0.00710301227222016,0.010710301227222,0.00423949423577538,0.00401636296020826,0.00557828188917813,0.00866493120119003,0.0214949795462997,0.00989215321680922,0.0151357381926367,0.00821866865005578,0.0107474897731499
Otu10,0.0280029750836742,7.43770918557084e-05,3.71885459278542e-05,7.43770918557084e-05,3.71885459278542e-05,0.0116400148754184,0.000780959464484939,0.00026031982149498,0.000111565637783563,0.00193380438824842,0.0384901450353291
Otu11,0.00304946076608405,0.00375604313871328,0.00829304574191149,0.00442543696541465,0.00635924135366307,0.00583860171067311,0.00695425808850874,0.00453700260319821,0.00728895500185943,0.00297508367422834,0.00383042023056898
Otu12,0.00230568984752696,0.0043882484194868,0.00442543696541465,0.00234287839345482,0.00330978058757903,0.00364447750092971,0.00226850130159911,0.00464856824098178,0.00435105987355894,0.00375604313871328,0.00423949423577538
Otu13,0.00275195239866121,0.00427668278170324,0.00613611007809595,0.00323540349572332,0.00275195239866121,0.00334696913350688,0.00494607660840461,0.00866493120119003,0.00472294533283749,0.00431387132763109,0.00453700260319821
Otu14,0.00371885459278542,0.00226850130159911,0.00717738936407586,0.00271476385273336,0.00386760877649684,0.0057642246188174,0.00301227222015619,0.00208255857195984,0.000483451097062105,0.000818148010412793,0.000557828188917813
Otu15,0.00211974711788769,0.00204537002603198,0.00096690219412421,0.00119003346969134,0.00126441056154704,0.00416511714391967,0.00096690219412421,0.00457419114912607,0.00379323168464113,0.00531796206768315,0.00855336556340647
Otu16,0.00185942729639271,0.00264038676087765,0.00301227222015619,0.00256600966902194,0.00245444403123838,0.00133878765340275,0.00342134622536259,0.00371885459278542,0.00323540349572332,0.0026775753068055,0.00275195239866121
Otu17,0.000743770918557084,0.00223131275567125,0.00245444403123838,0.00148754183711417,0.001785050204537,0.000595016734845668,0.00100409074005206,0.0030866493120119,0.00159910747489773,0.00241725548531052,0.00234287839345482
Otu18,0.00241725548531052,0.0137969505392339,0.00654518408330234,0.00572703607288955,0.00509483079211603,0.00371885459278542,0.00249163257716623,0.00751208627742655,0.0165117143919673,0.00981777612495351,0.0123837857939755
Otu19,0.00107846783190777,0.0026031982149498,0.00386760877649684,0.00111565637783563,0.00115284492376348,0.00111565637783563,0.0026775753068055,0.00304946076608405,0.00234287839345482,0.00197099293417627,0.00330978058757903
Otu20,0.0205652658981034,0.000185942729639271,7.43770918557084e-05,0.0129416139828933,0.000371885459278542,0,0,0.00096690219412421,0.000185942729639271,0.00026031982149498,0.000780959464484939
Otu21,0.00275195239866121,0.00401636296020826,0.00405355150613611,0.00520639642989959,0.00479732242469319,0.00754927482335441,0.00818148010412793,0.00502045370026032,0.00535515061361101,0.00353291186314615,0.00293789512830048
Otu22,0.00137597619933061,0.00159910747489773,0.00197099293417627,0.000855336556340647,0.00107846783190777,0.00163629602082559,0.00200818148010413,0.00290070658237263,0.0026031982149498,0.00126441056154704,0.00148754183711417
Otu23,0.000892525102268501,0.00290070658237263,0.00275195239866121,0.00141316474525846,0.012235031610264,0.00557828188917813,0.00583860171067311,0.00751208627742655,0.00431387132763109,0.000557828188917813,0.000557828188917813
