,X10_2N_H_N_0,X11_2N_H_N_0,X12_2N_H_N_0,X13_2N_H_N_0,X14_2N_H_N_0,X15_2N_H_N_0,X16_2N_H_N_0,X17_2N_H_N_0,X18_2N_H_N_0,X19_2N_H_N_0,X20_2N_H_N_0
Otu1,0.0333581256972852,0.0189661584232057,0.014801041279286,0.0256229081442916,0.0354034957233172,0.0190033469691335,0.0206768315358869,0.0792487913722573,0.0840833023428784,0.0408330234287839,0.0569728523614727
Otu2,0.0238750464856824,0.010710301227222,0.0183339531424321,0.0337300111565638,0.0157679434734102,0.00870211974711789,0.0243584975827445,0.0138341390851618,0.023986612123466,0.0194124209743399,0.0164373373001116
Otu3,0.0120490888806248,0.00914838229825214,0.00862774265526218,0.0174414280401636,0.0362960208255857,0.00673112681294161,0.0125325399776869,0.0364447750092971,0.0335068798809967,0.0256972852361473,0.0309408702119747
Otu4,0.0307921160282633,0.0114540721457791,0.0307177389364076,0.0205280773521755,0.00338415767943473,0.00524358497582744,0.0152101152844924,0.00714020081814801,0.00423949423577538,0.0155448121978431,0.00710301227222016
Otu5,0.0117887690591298,0.00881368538490145,0.000855336556340647,0.0105987355894385,0.00412792859799182,0.00959464484938639,0.00386760877649684,0.00520639642989959,0.00234287839345482,0.00442543696541465,0.00104127928597992
Otu6,3.71885459278542e-05,7.43770918557084e-05,3.71885459278542e-05,0,0,0,0,0,0,0,0
Otu7,0.0110078095946448,0.0672740795834883,0.023986612123466,0.0345109706210487,0.0314243213090368,0.013276310896244,0.0232428412049089,0.013015991074749,0.0136481963555225,0.00952026775753068,0.0140944589066568
Otu8,0.0130531796206768,0.0117887690591298,0.00840461137969505,0.00769802900706582,0.00423949423577538,0.0115656377835627,0.00937151357381926,0.0121606545184083,0.0116772034213462,0.00799553737448866,0.0123837857939755
Otu10,0.00026031982149498,0.000743770918557084,7.43770918557084e-05,0.000223131275567125,0,0.00297508367422834,0.00156191892896988,0.000185942729639271,0.00234287839345482,0.00264038676087765,0.00096690219412421
Otu11,0.0048716995165489,0.00446262551134251,0.00870211974711789,0.00944589066567497,0.00476013387876534,0.00345853477129044,0.00554109334325028,0.00572703607288955,0.00717738936407586,0.00609892153216809,0.00457419114912607
Otu12,0.00330978058757903,0.00312383785793975,0.00379323168464113,0.00316102640386761,0.00238006693938267,0.00204537002603198,0.0034957233172183,0.00423949423577538,0.00427668278170324,0.00476013387876534,0.00542952770546672
Otu13,0.00773521755299368,0.00401636296020826,0.00829304574191149,0.00773521755299368,0.00256600966902194,0.00234287839345482,0.00669393826701376,0.0056898475269617,0.00386760877649684,0.00661956117515805,0.0092599479360357
Otu14,0.00182223875046486,0.00249163257716623,0.00096690219412421,0.00223131275567125,0.000595016734845668,0.00171067311268129,0.00234287839345482,0.00122722201561919,0.00100409074005206,0.00126441056154704,0.00070658237262923
Otu15,0.00145035329118631,0.00282632949051692,0.00264038676087765,0.00256600966902194,0.000409074005206396,0.00115284492376348,0.00364447750092971,0.00371885459278542,0.00182223875046486,0.00464856824098178,0.00740052063964299
Otu16,0.00468575678690963,0.00353291186314615,0.00427668278170324,0.00412792859799182,0.00301227222015619,0.00163629602082559,0.00282632949051692,0.00435105987355894,0.00743770918557084,0.00282632949051692,0.00758646336928226
Otu17,0.00342134622536259,0.00293789512830048,0.00107846783190777,0.00330978058757903,0.00293789512830048,0.00107846783190777,0.0026031982149498,0.00323540349572332,0.00327259204165117,0.00226850130159911,0.00390479732242469
Otu18,0.00710301227222016,0.00873930829304574,0.00933432502789141,0.00851617701747862,0.0104127928597992,0.00531796206768315,0.0030866493120119,0.00944589066567497,0.00844179992562291,0.00740052063964299,0.00810710301227222
Otu19,0.00171067311268129,0.000409074005206396,0.00334696913350688,0.00182223875046486,0.000557828188917813,0.00115284492376348,0.00252882112309409,0.00275195239866121,0.00223131275567125,0.00316102640386761,0.00297508367422834
Otu20,0.00818148010412793,0.000632205280773522,0.00026031982149498,0.00107846783190777,3.71885459278542e-05,0.00200818148010413,0.000148754183711417,0.00104127928597992,0.00100409074005206,0.000743770918557084,0.000520639642989959
Otu21,0.00680550390479732,0.00621048716995165,0.00290070658237263,0.0106731126812942,0.00621048716995165,0.00353291186314615,0.00416511714391967,0.00531796206768315,0.00368166604685757,0.00479732242469319,0.00375604313871328
Otu22,0.00208255857195984,0.0021941242097434,0.00252882112309409,0.00171067311268129,0.00100409074005206,0.00119003346969134,0.0021941242097434,0.00182223875046486,0.00234287839345482,0.00409074005206396,0.0026775753068055
Otu23,0.0013015991074749,0.000855336556340647,0.00115284492376348,0.00476013387876534,0.0103384157679435,0.00405355150613611,0.00278914094458907,0.00613611007809595,0.00211974711788769,0.00234287839345482,0.00338415767943473
Otu24,0.00710301227222016,0.00390479732242469,0.00479732242469319,0.00554109334325028,0.00152473038304202,0.00226850130159911,0.00457419114912607,0.00449981405727036,0.00461137969505392,0.00632205280773522,0.00602454444031238
Otu25,0.00145035329118631,0.00185942729639271,0.000780959464484939,0.00197099293417627,0.000148754183711417,0.0100409074005206,0.00327259204165117,0.00111565637783563,0.00115284492376348,0.00111565637783563,0.0026775753068055
Otu26,0.00442543696541465,0.00394198586835255,0.00468575678690963,0.00189661584232057,0.000223131275567125,0.00141316474525846,0.001785050204537,0.00256600966902194,0.000483451097062105,0.00238006693938267,0.00338415767943473
Otu27,0.00479732242469319,0.00200818148010413,0.00200818148010413,0.0048716995165489,0.00546671625139457,0.00342134622536259,0.00457419114912607,0.00498326515433247,0.00509483079211603,0.00550390479732242,0.00531796206768315
Otu28,0.000780959464484939,0.0177761249535143,0.00535515061361101,0.00784678319077724,0.0106731126812942,0.00070658237262923,0.00412792859799182,0.00334696913350688,0.00606173298624024,0.00583860171067311,0.00725176645593157
Otu29,0.00159910747489773,0.00725176645593157,0.00409074005206396,0.0131647452584604,0.0206396429899591,0.00509483079211603,0.00632205280773522,0.00524358497582744,0.00788397173670509,0.00163629602082559,0.00401636296020826
Otu30,0.00141316474525846,0.00171067311268129,0.00230568984752696,0.0048716995165489,0.0116400148754184,0.00453700260319821,0.00357010040907401,0.0061732986240238,0.00699144663443659,0.00238006693938267,0.00453700260319821
Otu31,0.00542952770546672,0.00133878765340275,0.00405355150613611,0.00565265898103384,0.00665674972108591,0.00301227222015619,0.00330978058757903,0.00647080699144663,0.0104871699516549,0.00572703607288955,0.00628486426180736
Otu32,0.00394198586835255,3.71885459278542e-05,0.00026031982149498,0,0,0,0.000297508367422834,7.43770918557084e-05,0.000148754183711417,0.0013015991074749,0.000892525102268501
Otu33,0.0026031982149498,0.000669393826701376,0,0.00208255857195984,0,0.00446262551134251,0.000743770918557084,7.43770918557084e-05,0.00104127928597992,0.00100409074005206,0.000111565637783563
Otu34,0,0,0,0,0,0,0,0,0,3.71885459278542e-05,0
Otu35,0.00379323168464113,0.0100409074005206,0.00286351803644477,0.00561547043510599,0.00211974711788769,0.0087764968389736,0.00252882112309409,0.00840461137969505,0.00505764224618817,0.00464856824098178,0.00888806247675716
Otu36,0.00799553737448866,0.0039791744142804,0.00304946076608405,0.00249163257716623,0.00278914094458907,0.00494607660840461,0.00394198586835255,0.00509483079211603,0.00639642989959093,0.00550390479732242,0.00498326515433247
Otu37,0.00342134622536259,0.00290070658237263,0.00371885459278542,0.00282632949051692,0.000743770918557084,0.00111565637783563,0.00208255857195984,0.00234287839345482,0.00185942729639271,0.00330978058757903,0.00390479732242469
Otu38,0.0013015991074749,0.00241725548531052,0.00137597619933061,0.00215693566381554,0.0034957233172183,0.00271476385273336,0.00107846783190777,0.00353291186314615,0.00312383785793975,0.00119003346969134,0.00342134622536259
Otu39,0.00264038676087765,0.00152473038304202,0.00104127928597992,0.00490888806247676,0.00282632949051692,0.00498326515433247,0.00293789512830048,0.00290070658237263,0.000892525102268501,0.00252882112309409,0.00293789512830048
Otu40,0.00167348456675344,0.00174786165860915,0.00148754183711417,0.00171067311268129,0.000446262551134251,0.000409074005206396,0.00070658237262923,0.00104127928597992,0.000818148010412793,0.00189661584232057,0.00122722201561919
Otu41,0.00215693566381554,0.00327259204165117,0.00535515061361101,0.00632205280773522,0.00386760877649684,0.00304946076608405,0.00364447750092971,0.00457419114912607,0.00542952770546672,0.00345853477129044,0.00416511714391967
Otu42,0.00245444403123838,0.00435105987355894,0.00427668278170324,0.00472294533283749,0.00115284492376348,0.00171067311268129,0.00204537002603198,0.00174786165860915,0.00401636296020826,0.00297508367422834,0.00174786165860915
Otu43,0.00174786165860915,0.00773521755299368,0.00223131275567125,0.00119003346969134,0.00104127928597992,0.000148754183711417,0.00249163257716623,0.000557828188917813,0.000185942729639271,0.0013015991074749,0.00167348456675344
Otu44,0.0124209743399033,0.00256600966902194,0.00743770918557084,0.00557828188917813,0.0013015991074749,0.00535515061361101,0.00580141316474526,0.00468575678690963,0.00609892153216809,0.00721457791000372,0.00732614354778728
Otu45,0.00245444403123838,0.00531796206768315,0.00583860171067311,0.00412792859799182,0.00353291186314615,0.00215693566381554,0.00297508367422834,0.00643361844551878,0.00360728895500186,0.00416511714391967,0.00520639642989959
Otu46,0.0021941242097434,0.00119003346969134,0.00330978058757903,0.00327259204165117,0.00200818148010413,0.000669393826701376,0.00241725548531052,0.00323540349572332,0.00304946076608405,0.00338415767943473,0.00461137969505392
Otu47,0.00453700260319821,0.00338415767943473,0.00171067311268129,0.00211974711788769,0.00156191892896988,0.00171067311268129,0.000818148010412793,0.0052807735217553,0.00238006693938267,0.00301227222015619,0.00264038676087765
Otu48,0.0026031982149498,0.00587579025660097,0.00650799553737449,0.00505764224618817,0.00751208627742655,0.00472294533283749,0.00238006693938267,0.00591297880252882,0.0052807735217553,0.00383042023056898,0.00520639642989959
Otu49,0.00368166604685757,0.000557828188917813,0.000297508367422834,0.000297508367422834,0.000334696913350688,0.00070658237262923,0.000483451097062105,0.000409074005206396,0.00104127928597992,0.00241725548531052,0.000818148010412793
Otu51,0.00096690219412421,0.0013015991074749,0.00468575678690963,0.00357010040907401,0.00197099293417627,0.00327259204165117,0.0013015991074749,0.00182223875046486,0.0039791744142804,0.00104127928597992,0.0013015991074749
Otu52,0.0048716995165489,0.000520639642989959,0.00152473038304202,0.00070658237262923,7.43770918557084e-05,0.00119003346969134,0.0021941242097434,0.000595016734845668,0.000446262551134251,0.00249163257716623,0.000669393826701376
Otu53,0.000334696913350688,0.000371885459278542,0.00100409074005206,0.000557828188917813,3.71885459278542e-05,0.000557828188917813,0.000371885459278542,0.000297508367422834,3.71885459278542e-05,0.000334696913350688,7.43770918557084e-05
Otu54,0.000929713648196356,0.00873930829304574,0.000669393826701376,0.00100409074005206,0.00368166604685757,0.00844179992562291,0.0048716995165489,0.000409074005206396,0.00204537002603198,0.000483451097062105,0.00148754183711417
Otu55,0.000371885459278542,0.000520639642989959,0.00197099293417627,0.00282632949051692,0,7.43770918557084e-05,0.000223131275567125,0.000409074005206396,3.71885459278542e-05,0.000669393826701376,0.000223131275567125
Otu56,0.00304946076608405,0.00096690219412421,0.0026031982149498,0.00386760877649684,0.00375604313871328,0.00271476385273336,0.00182223875046486,0.00401636296020826,0.00609892153216809,0.00423949423577538,0.00431387132763109
Otu57,0.00111565637783563,0.00096690219412421,0.00148754183711417,0.0065823726292302,0.00732614354778728,0.00249163257716623,0.00182223875046486,0.00383042023056898,0.00628486426180736,0.00208255857195984,0.00290070658237263
Otu60,0.00133878765340275,0.00145035329118631,0.00241725548531052,0.00215693566381554,0.00286351803644477,0.0026031982149498,0.00163629602082559,0.00360728895500186,0.00710301227222016,0.00316102640386761,0.00360728895500186
Otu62,0,0,0,0,0,0.000334696913350688,3.71885459278542e-05,0.000185942729639271,0,0,0
Otu63,0.000929713648196356,0.000595016734845668,0.000520639642989959,0.00070658237262923,0.000669393826701376,0.000111565637783563,0.000483451097062105,0.00119003346969134,0.00107846783190777,0.000929713648196356,0.00197099293417627
Otu64,0.00476013387876534,0.00304946076608405,0.00211974711788769,0.00200818148010413,0.000743770918557084,0.00107846783190777,0.00096690219412421,0.00159910747489773,0.00126441056154704,0.00163629602082559,0.00252882112309409
Otu65,0.0061732986240238,0.00256600966902194,0.00888806247675716,0.00505764224618817,0.000892525102268501,0.00524358497582744,0.00673112681294161,0.00673112681294161,0.00825585719598364,0.00490888806247676,0.00189661584232057
Otu66,0.00133878765340275,0.000818148010412793,0.000334696913350688,0.00096690219412421,0.000520639642989959,0.00334696913350688,0.00193380438824842,0.00163629602082559,0.00111565637783563,0.00159910747489773,0.00293789512830048
Otu67,0.00182223875046486,0.00252882112309409,0.00245444403123838,0.00204537002603198,0.000632205280773522,0.000446262551134251,0.00133878765340275,0.00211974711788769,0.00096690219412421,0.00264038676087765,0.00375604313871328
Otu68,0.00197099293417627,0.000148754183711417,0.000669393826701376,0.000632205280773522,0.000297508367422834,0.000446262551134251,0.000557828188917813,0.000409074005206396,0.000185942729639271,0.000855336556340647,0.000855336556340647
Otu69,0.00174786165860915,0.00111565637783563,0.00167348456675344,0.00238006693938267,0.00252882112309409,0.00223131275567125,0.00122722201561919,0.00316102640386761,0.00650799553737449,0.0026031982149498,0.00230568984752696
Otu70,0.000446262551134251,0.00107846783190777,0.000409074005206396,0.000223131275567125,3.71885459278542e-05,0.000223131275567125,0.00148754183711417,0.000855336556340647,0.00167348456675344,0.00107846783190777,0.000632205280773522
Otu71,0.000520639642989959,0.000557828188917813,0.00126441056154704,0.00145035329118631,0.00185942729639271,0.00122722201561919,0.000743770918557084,0.00249163257716623,0.00304946076608405,0.00167348456675344,0.00197099293417627
Otu72,0.00182223875046486,0.00119003346969134,0.00145035329118631,0.00583860171067311,0.0052807735217553,0.00327259204165117,0.000892525102268501,0.00189661584232057,0.00431387132763109,0.00182223875046486,0.00163629602082559
Otu73,0.00096690219412421,0.00107846783190777,0.00565265898103384,0.00390479732242469,0.000743770918557084,0.00200818148010413,0.00200818148010413,0.00223131275567125,0.00360728895500186,0.0026775753068055,0.00174786165860915
Otu74,0.00301227222015619,0.000595016734845668,0.0021941242097434,0.00513201933804388,0.00937151357381926,0.00457419114912607,0.00364447750092971,0.00725176645593157,0.0157307549274823,0.00360728895500186,0.0043882484194868
