,X10_8N_N_N_0,X11_8N_N_N_0,X12_8N_N_N_0,X13_8N_N_N_0,X14_8N_N_N_0,X15_8N_N_N_0,X16_8N_N_N_0,X17_8N_N_N_0,X18_8N_N_N_0,X19_8N_N_N_0,X20_8N_N_N_0
Otu1,0.0659352919300855,0.0276682781703235,0.0372629230197099,0.0624023800669394,0.0310524358497583,0.0828560803272592,0.0161398289326887,0.0615470435105987,0.0616214206024544,0.0844551878021569,0.0344737820751209
Otu2,0.0396801785050205,0.0244700632205281,0.0620304946076608,0.0858683525474154,0.0434362216437337,0.0236891037560431,0.0286723689103756,0.0132019338043882,0.0294161398289327,0.0270732614354779,0.021680922275939
Otu3,0.0170695425808851,0.00825585719598364,0.0096690219412421,0.0185942729639271,0.0139085161770175,0.0257344737820751,0.00628486426180736,0.0149497954629974,0.018631461509855,0.0263666790628486,0.0137597619933061
Otu4,0.0438452956489401,0.0362588322796579,0.0266641874302715,0.0491260691706954,0.0273335812569729,0.0307921160282633,0.0228337671997025,0.0102268501301599,0.0110078095946448,0.0200446262551134,0.0132019338043882
Otu5,0.0021941242097434,0.0103012272220156,0.0674972108590554,0.000595016734845668,0.000185942729639271,0.00100409074005206,0.00531796206768315,0.00171067311268129,7.43770918557084e-05,3.71885459278542e-05,0.000148754183711417
Otu6,3.71885459278542e-05,3.71885459278542e-05,0,3.71885459278542e-05,0,0,0,0,0,0,0
Otu7,0.00978058757902566,0.0464856824098178,0.023726292301971,0.00814429155820007,0.0121606545184083,0.0126441056154704,0.0184455187802157,0.0100780959464485,0.0158423205652659,0.00974339903309781,0.0140944589066568
Otu8,0.00933432502789141,0.0148754183711417,0.0117887690591298,0.00777240609892153,0.0108218668650056,0.0120490888806248,0.0159910747489773,0.0154332465600595,0.0251766455931573,0.0131275567125325,0.0105243584975827
Otu10,0.00156191892896988,0.000111565637783563,0.000297508367422834,0.000632205280773522,0.000297508367422834,0.000446262551134251,0.00427668278170324,0.00122722201561919,0.00182223875046486,0.00119003346969134,0.0858683525474154
Otu11,0.0092599479360357,0.00821866865005578,0.0136853849014504,0.00955745630345853,0.0114168835998512,0.00699144663443659,0.00948307921160283,0.00405355150613611,0.00583860171067311,0.00621048716995165,0.00498326515433247
Otu12,0.00490888806247676,0.00669393826701376,0.00546671625139457,0.00635924135366307,0.00710301227222016,0.00673112681294161,0.00252882112309409,0.00580141316474526,0.00676831535886947,0.00870211974711789,0.0065823726292302
Otu13,0.00654518408330234,0.00803272592041651,0.0117887690591298,0.0101524730383042,0.00899962811454072,0.00665674972108591,0.00684269245072518,0.00702863518036445,0.00505764224618817,0.00907400520639643,0.00758646336928226
Otu14,0.00330978058757903,0.00182223875046486,0.00282632949051692,0.00379323168464113,0.00304946076608405,0.00494607660840461,0.00457419114912607,0.000743770918557084,0.000855336556340647,0.00104127928597992,0.000780959464484939
Otu15,0.00327259204165117,0.00119003346969134,0.000743770918557084,0.00122722201561919,0.00100409074005206,0.00271476385273336,0.000669393826701376,0.00286351803644477,0.00360728895500186,0.00345853477129044,0.0322796578653775
Otu16,0.00245444403123838,0.0030866493120119,0.00208255857195984,0.00357010040907401,0.00375604313871328,0.00286351803644477,0.00189661584232057,0.00241725548531052,0.00695425808850874,0.00557828188917813,0.00330978058757903
Otu17,0.00156191892896988,0.00301227222015619,0.00167348456675344,0.00189661584232057,0.00208255857195984,0.00152473038304202,0.00223131275567125,0.00141316474525846,0.00271476385273336,0.00401636296020826,0.00200818148010413
Otu18,0.00624767571587951,0.00937151357381926,0.0101524730383042,0.00554109334325028,0.00546671625139457,0.00449981405727036,0.00286351803644477,0.012495351431759,0.014020081814801,0.00632205280773522,0.00717738936407586
Otu19,0.00211974711788769,0.00145035329118631,0.00293789512830048,0.00334696913350688,0.00133878765340275,0.00226850130159911,0.00230568984752696,0.00208255857195984,0.0026031982149498,0.00275195239866121,0.0039791744142804
Otu20,0.00122722201561919,0.00714020081814801,0.00483451097062105,3.71885459278542e-05,0.000111565637783563,0.00107846783190777,0.000929713648196356,0.000297508367422834,0,7.43770918557084e-05,0.000334696913350688
Otu21,0.00334696913350688,0.00390479732242469,0.00602454444031238,0.00505764224618817,0.0065823726292302,0.00732614354778728,0.00476013387876534,0.00650799553737449,0.00684269245072518,0.00394198586835255,0.0061732986240238
Otu22,0.00215693566381554,0.001785050204537,0.00185942729639271,0.00252882112309409,0.00330978058757903,0.00297508367422834,0.00185942729639271,0.00208255857195984,0.00319821494979546,0.00293789512830048,0.00252882112309409
Otu23,0.000483451097062105,0.000595016734845668,0.000185942729639271,0.00070658237262923,0.00375604313871328,0.00431387132763109,0.00171067311268129,0.00122722201561919,0.00122722201561919,0.0021941242097434,0.000409074005206396
Otu24,0.00650799553737449,0.00498326515433247,0.00643361844551878,0.00550390479732242,0.00721457791000372,0.00676831535886947,0.0102640386760878,0.00717738936407586,0.00825585719598364,0.0065823726292302,0.00624767571587951
Otu25,0.00238006693938267,0.00133878765340275,0.00137597619933061,0.00215693566381554,0.000818148010412793,0.00141316474525846,0.00145035329118631,0.001785050204537,0.00319821494979546,0.0013015991074749,0.00301227222015619
Otu26,0.0013015991074749,0.00375604313871328,0.00353291186314615,0.00133878765340275,0.000818148010412793,0.00334696913350688,0.00330978058757903,0.00446262551134251,0.00275195239866121,0.00189661584232057,0.00423949423577538
Otu27,0.00193380438824842,0.00159910747489773,0.001785050204537,0.00420230568984753,0.00818148010412793,0.00516920788397174,0.00598735589438453,0.00211974711788769,0.00364447750092971,0.00323540349572332,0.001785050204537
