,X10_1S_H_C_1,X11_1S_H_C_1,X12_1S_H_C_1,X13_1S_H_C_1,X14_1S_H_C_1,X15_1S_H_C_1,X16_1S_H_C_1,X17_1S_H_C_1,X18_1S_H_C_1,X19_1S_H_C_1,X20_1S_H_C_1
Otu1,0.0100037188545928,0.146783190777241,0.0322796578653775,0.0488657493492004,0.0359985124581629,0.0192264782447006,0.0108218668650056,0.0741911491260692,0.0638155448121978,0.0514317590182224,0.043101524730383
Otu2,0.0153960580141316,0.0140944589066568,0.0467460022313128,0.0435477872815173,0.0346225362588323,0.0249163257716623,0.0282632949051692,0.0192264782447006,0.019895872071402,0.0152101152844924,0.021680922275939
Otu3,0.00654518408330234,0.0529564894012644,0.0115284492376348,0.0176273707698029,0.0134622536258832,0.0083674228337672,0.00643361844551878,0.0294533283748605,0.02703607288955,0.0215321680922276,0.0176273707698029
Otu4,0.0169951654890294,0.0289326887318706,0.0444031238378579,0.0241725548531052,0.0200074377091856,0.0241725548531052,0.0124581628858312,0.0088508739308293,0.0146522870955746,0.00766084046113797,0.0228337671997025
Otu5,0.00591297880252882,0.00423949423577538,0.0169951654890294,0.00996653030866493,0.0039791744142804,0.00412792859799182,0.00312383785793975,0.00264038676087765,0.000334696913350688,0.000148754183711417,0.000111565637783563
Otu6,0.0192636667906285,7.43770918557084e-05,0,0,0,0,7.43770918557084e-05,0,0,0,0
Otu7,0.011491260691707,0.0184455187802157,0.0243956861286724,0.0194124209743399,0.0207512086277427,0.0151729267385645,0.00840461137969505,0.00825585719598364,0.00702863518036445,0.00784678319077724,0.00903681666046858
Otu8,0.013015991074749,0.0108590554109334,0.0057642246188174,0.0118631461509855,0.00985496467088137,0.0113053179620677,0.0100409074005206,0.0188545927854221,0.0111565637783563,0.0137225734473782,0.0114540721457791
Otu10,0.00096690219412421,0.000111565637783563,0.00189661584232057,3.71885459278542e-05,0,0.00743770918557084,0.00100409074005206,0.000334696913350688,0.00171067311268129,0.000595016734845668,0.00316102640386761
Otu11,0.00490888806247676,0.00345853477129044,0.0116028263294905,0.0121234659724805,0.00751208627742655,0.00498326515433247,0.00583860171067311,0.00423949423577538,0.00531796206768315,0.00539233915953886,0.00476013387876534
Otu12,0.00316102640386761,0.0043882484194868,0.00401636296020826,0.00572703607288955,0.00416511714391967,0.00353291186314615,0.00167348456675344,0.00654518408330234,0.00762365191521012,0.00386760877649684,0.00676831535886947
Otu13,0.00453700260319821,0.00390479732242469,0.0112681294161398,0.00725176645593157,0.00628486426180736,0.00606173298624024,0.0039791744142804,0.00792116028263295,0.00635924135366307,0.00379323168464113,0.00896243956861287
Otu14,0.00524358497582744,0.000669393826701376,0.00301227222015619,0.0034957233172183,0.00252882112309409,0.00193380438824842,0.00167348456675344,0.000855336556340647,0.000855336556340647,0.000743770918557084,0.0013015991074749
Otu15,0.00122722201561919,0.00226850130159911,0.00264038676087765,0.00238006693938267,0.000632205280773522,0.00561547043510599,0.000892525102268501,0.00145035329118631,0.00368166604685757,0.00163629602082559,0.00323540349572332
Otu16,0.00375604313871328,0.00806991446634437,0.00290070658237263,0.0026031982149498,0.00215693566381554,0.00163629602082559,0.00189661584232057,0.00394198586835255,0.00252882112309409,0.00409074005206396,0.00468575678690963
Otu17,0.000929713648196356,0.00513201933804388,0.00197099293417627,0.00264038676087765,0.00215693566381554,0.00100409074005206,0.00122722201561919,0.00286351803644477,0.00345853477129044,0.00435105987355894,0.00293789512830048
Otu18,0.00665674972108591,0.014280401636296,0.00669393826701376,0.00859055410933432,0.00598735589438453,0.00360728895500186,0.0021941242097434,0.00773521755299368,0.0101152844923763,0.0103012272220156,0.010449981405727
Otu19,0.00286351803644477,0.000818148010412793,0.00275195239866121,0.00264038676087765,0.00163629602082559,0.0026031982149498,0.00159910747489773,0.00304946076608405,0.00241725548531052,0.00193380438824842,0.00409074005206396
Otu20,0.0034957233172183,0.000446262551134251,0.0155448121978431,0.00200818148010413,0,0,0.00100409074005206,0.00107846783190777,0.000111565637783563,7.43770918557084e-05,0
Otu21,0.00587579025660097,0.00364447750092971,0.0048716995165489,0.00784678319077724,0.00442543696541465,0.00357010040907401,0.00401636296020826,0.00520639642989959,0.00572703607288955,0.00215693566381554,0.00330978058757903
Otu22,0.00204537002603198,0.00211974711788769,0.00245444403123838,0.00234287839345482,0.00215693566381554,0.00119003346969134,0.00167348456675344,0.00256600966902194,0.00401636296020826,0.00312383785793975,0.00234287839345482
Otu23,0.00100409074005206,0.00159910747489773,0.00126441056154704,0.00163629602082559,0.0048716995165489,0.00189661584232057,0.00245444403123838,0.00297508367422834,0.00185942729639271,0.00271476385273336,0.000557828188917813
Otu24,0.00922275939010785,0.00423949423577538,0.00453700260319821,0.00654518408330234,0.00405355150613611,0.00602454444031238,0.00509483079211603,0.00680550390479732,0.00814429155820007,0.00613611007809595,0.00647080699144663
Otu25,0.152658981033842,0.00100409074005206,0.00070658237262923,0.00070658237262923,0.000818148010412793,0.00282632949051692,0.00264038676087765,0.00182223875046486,0.00137597619933061,0.00189661584232057,0.00226850130159911
Otu26,0.0026775753068055,0.00245444403123838,0.00286351803644477,0.0013015991074749,0.00792116028263295,0.00502045370026032,0.000743770918557084,0.00316102640386761,0.00193380438824842,0.00208255857195984,0.00401636296020826
Otu27,0.00241725548531052,0.00275195239866121,0.00293789512830048,0.00572703607288955,0.0061732986240238,0.00334696913350688,0.00740052063964299,0.00505764224618817,0.00193380438824842,0.00483451097062105,0.0030866493120119
