,X10_3S_N_C_1,X11_3S_N_C_1,X12_3S_N_C_1,X13_3S_N_C_1,X14_3S_N_C_1,X15_3S_N_C_1,X16_3S_N_C_1,X17_3S_N_C_1,X18_3S_N_C_1,X19_3S_N_C_1,X20_3S_N_C_1
Otu1,0.106619561175158,0.0724060989215322,0.0411305317962068,0.0537002603198215,0.0297508367422834,0.0297508367422834,0.0266269988843436,0.126924507251766,0.0728151729267386,0.0612867236891038,0.0236147266641874
Otu2,0.0117143919672741,0.0249535143175902,0.0344737820751209,0.0390479732242469,0.0341018966158423,0.0092599479360357,0.0225734473782075,0.0163629602082559,0.0194124209743399,0.03570100409074,0.0153960580141316
Otu3,0.0426552621792488,0.0226106359241354,0.00989215321680922,0.022201561918929,0.0116772034213462,0.0116028263294905,0.00862774265526218,0.0316474525846039,0.0212718482707326,0.0188174042394942,0.00784678319077724
Otu4,0.0102640386760878,0.034957233172183,0.047452584603942,0.0150985496467088,0.0388248419486798,0.0143547787281517,0.0223131275567125,0.00922275939010785,0.0106731126812942,0.0187058386017107,0.0117887690591298
Otu5,0.144514689475642,3.71885459278542e-05,0.00141316474525846,7.43770918557084e-05,0.0188917813313499,0.00323540349572332,0.00509483079211603,0.000892525102268501,0.00319821494979546,0.00070658237262923,0.00119003346969134
Otu6,0.000185942729639271,3.71885459278542e-05,3.71885459278542e-05,0,3.71885459278542e-05,0,0,0,0,0,0
Otu7,0.00754927482335441,0.0156935663815545,0.022201561918929,0.0136853849014504,0.016065451840833,0.012235031610264,0.0146522870955746,0.00624767571587951,0.00721457791000372,0.0108590554109334,0.00714020081814801
Otu8,0.0125325399776869,0.0100780959464485,0.0139828932688732,0.0133506879880997,0.0129416139828933,0.0199702491632577,0.0169951654890294,0.0139457047229453,0.0116028263294905,0.00937151357381926,0.0118259576050576
Otu10,0.000669393826701376,3.71885459278542e-05,0,0.000520639642989959,0.000185942729639271,0.00126441056154704,0.000855336556340647,0.000520639642989959,0.00148754183711417,0.00193380438824842,0.0252882112309409
Otu11,0.00148754183711417,0.00903681666046858,0.0154332465600595,0.0105243584975827,0.00992934176273708,0.00390479732242469,0.0120862774265526,0.0124209743399033,0.00840461137969505,0.00799553737448866,0.00494607660840461
