,Confidence,Group,Group1,Domain,Phylum,Class,Order,Genus,Species,Abun,frequency
Otu1514,0.999996047,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,,0.00134431188035624,0.272727272727273
Otu53,0.99984675,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,,0.0754495042849942,0.909090909090909
Otu5576,0.96320565,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,0.00117627289531171,0.272727272727273
Otu143,0.99991415,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus,,0.00974626113258276,0.727272727272727
Otu52,0.999993789,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,0.0297429003528819,0.909090909090909
Otu440,0.996651553,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.,0.00100823391026718,0.272727272727273
Otu9728,0.858569791,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,Mortierella_alpina,0.0465467988573348,1
Otu21,0.999990101,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,0.0757855822550832,1
Otu148,0.997778551,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_macrocarpum,0.0199966392202991,0.727272727272727
Otu1308,0.999919532,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,,0.00184842883548983,0.181818181818182
Otu409,0.99913742,Eukaryota,Opisthokonta,Fungi,,,,,,0.00100823391026718,0.181818181818182
Otu146,0.993829064,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Rhizoctonia,Rhizoctonia_solani,0.0114266509830281,0.545454545454545
Otu9266,0.948371651,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.,0.00050411695513359,0.272727272727273
Otu640,0.999952657,Eukaryota,Opisthokonta,Fungi,,,,,,0.00184842883548983,0.454545454545455
Otu34,0.999528197,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Trechispora,Trechispora_alnicola,0.0102503780877164,0.272727272727273
Otu325,0.994008246,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,,,0.00100823391026718,0.0909090909090909
Otu385,0.722611024,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,Mortierella_globulifera,0.00235254579062343,0.363636363636364
Otu313,0.916127766,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Mortierellaceae,Mortierellaceae_sp.,0.00218450680557889,0.454545454545455
Otu105,0.996144683,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,0.000336077970089061,0.0909090909090909
Otu14969,0.774287146,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Mortierella,,0.00252058477566796,0.454545454545455
Otu10360,0.747455246,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp.,0.000504116955133591,0.181818181818182
Otu290,0.999656345,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,,0.00100823391026718,0.272727272727273
Otu277,0.999999785,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_indicum,0.0146193916988741,0.636363636363636
Otu118,0.78273022,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Spizellomycetales-and-Rhizophlyctidales,Spizellomycetales-and-Rhizophlyctidales_sp.,0.00655352041673668,0.545454545454545
Otu4757,0.999803134,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,,0.00016803898504453,0.0909090909090909
Otu180,0.999995176,Eukaryota,Opisthokonta,Fungi,,,,,,0.0112586119979836,0.636363636363636
Otu7789,0.760282607,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,Cryptococcus_aerius,0.00151235086540077,0.363636363636364
Otu882,0.997284066,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.,0.000840194925222652,0.272727272727273
Otu628,0.999561382,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.,0.000504116955133591,0.181818181818182
Otu808,0.999277783,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,,0.00453705259620232,0.727272727272727
Otu7964,0.999965412,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,,0.00100823391026718,0.0909090909090909
Otu11878,0.949650675,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Diversispora,Diversispora_sp.,0.00453705259620232,0.272727272727273
