,Confidence,Group,Group1,Domain,Phylum,Class,Order,Genus,Species
Otu2736,0.993449205,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu3121,0.93751461,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu12808,0.731876018,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_nanodes
Otu3297,0.892242182,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4295,0.999841396,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,,
Otu2069,0.816828747,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4194,0.998351993,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2792,0.97693567,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3574,0.730177816,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Sistotrema,Sistotrema_sp.
Otu10566,0.810378209,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces_sp.
Otu1949,0.956707695,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Endogone,
Otu653,0.812125813,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu10075,0.999898049,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu12104,0.83871542,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13346,0.93504406,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9044,0.999032488,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu2652,0.944575209,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu13950,0.999999968,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu7135,0.902390171,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,
Otu3749,0.999563649,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu7242,0.999976825,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Kappamyces,Kappamyces_laurelensis
Otu3891,0.882185079,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3441,0.980363317,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8088,0.897421458,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7681,0.959977238,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9005,0.777155749,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5555,0.971185957,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4971,0.775479341,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9758,0.971704159,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8728,0.786926848,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu3736,0.731301897,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2493,0.978825382,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Bensingtonia,
Otu5950,0.939290014,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5057,0.999916172,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10604,0.811328813,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2479,0.873983226,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13807,0.771945046,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu1729,0.706601818,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4177,0.939375079,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6693,0.818291507,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4176,0.951963134,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_firmipilleus
Otu2087,0.999717013,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6742,0.73411406,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_incongruus
Otu6868,0.967788179,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3569,0.700609812,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3436,0.991547752,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu11841,0.999544433,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu4563,0.848555694,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina_X,Glomeromycotina_XX,Glomeromycotina_XX_sp.
Otu3912,0.97223367,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5237,0.700347689,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,,
Otu2044,0.816310405,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Galactomyces,Galactomyces_geotrichum
Otu1268,0.999999999,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,,
Otu3378,0.965681179,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6013,0.938640479,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu1461,0.791565147,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Laetisaria,Laetisaria_arvalis
Otu4244,0.999999845,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu6669,0.981873174,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10225,0.879462983,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu8563,0.987327516,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2417,0.851982934,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Sporendonema,Sporendonema_purpurascens
Otu5626,0.999855133,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3820,0.999988895,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu4473,0.926225526,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Kickxellales,,
Otu6045,0.859795211,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu2588,0.969016136,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5847,0.998542246,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Eremothecium,
Otu6481,0.846088185,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3973,0.987910455,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5968,0.981875129,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu9770,0.999736736,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu3810,0.999830605,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu8532,0.9827618,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8702,0.78258171,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5284,0.863937942,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8642,0.854017701,Eukaryota,Opisthokonta,Fungi,,,,,
Otu1473,0.99999969,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu11103,0.982105987,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9774,0.842042736,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8912,0.729434272,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4575,0.999736323,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2904,0.745337316,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu4076,0.989993764,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu15016,0.779705112,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6448,0.849075455,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10927,0.867602657,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu5038,0.984440818,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6195,0.80961113,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7401,0.999278346,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,,
Otu6698,0.849193042,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10780,0.999847667,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12822,0.72153695,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11657,0.843250762,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu6517,0.823871717,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3178,0.969975467,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,
Otu2513,0.894289049,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,
Otu4501,0.999934283,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6861,0.879160114,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8478,0.998744814,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,Endogone,
Otu8757,0.910099349,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4506,0.987966235,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8251,0.732149984,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8040,0.953268179,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,,,
Otu2592,0.987809397,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu2863,0.786146226,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1077,0.858251466,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5076,0.959621204,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5939,0.897980942,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhyzophidiales_X,Rhyzophidiales_X_sp.
Otu1105,0.999999492,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Cochlonema,Cochlonema_euryblastum
Otu15149,0.999323312,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5307,0.985278432,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5742,0.700458346,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu14133,0.999944727,Eukaryota,Opisthokonta,Fungi,,,,,
Otu3102,0.81657256,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2618,0.975053642,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Cystobasidiomycetes_X,Cystobasidiomycetes_X_sp.
Otu7670,0.756628721,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4204,0.999642117,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11163,0.99993648,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8769,0.756288503,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu10793,0.95549383,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5624,0.901269554,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6759,0.795095406,Eukaryota,Opisthokonta,Fungi,,,,,
Otu885,0.999989789,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu10036,0.997708664,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu3168,0.9999625,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu8991,0.953147921,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11887,0.966560185,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytridiomycetes_X,Chytridiomycetes_X_sp.
Otu363,0.953823418,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6518,0.916476834,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophydium,Rhizophydium_sp.
Otu5128,0.978849121,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu5712,0.982776565,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8954,0.99768593,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,
Otu9596,0.930776551,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9558,0.853258158,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11567,0.995472539,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,,
Otu6112,0.811219855,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2260,0.998710438,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu7390,0.995658258,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13857,0.766241638,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8194,0.930933894,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6458,0.858632244,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina_X,,
Otu13867,0.748223391,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2574,0.932739786,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,
Otu11744,0.998454585,Eukaryota,Opisthokonta,Fungi,,,,,
Otu585,0.762331447,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Chaetospermum,Chaetospermum_camelliae
Otu3924,0.951961529,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,
Otu2894,0.998602705,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu8304,0.92651673,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2429,0.718540516,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12123,0.828187179,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Phaeosaccardinula,Phaeosaccardinula_sp.
Otu10383,0.998842953,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Cryptococcus,Cryptococcus_heveanensis
Otu9138,0.886497911,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_firmipilleus
Otu8476,0.998686917,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu3128,0.713532662,Eukaryota,Opisthokonta,Fungi,Ascomycota,Ascomycota_X,Ascomycota_XX,Archaeorhizomyces,Archaeorhizomyces_sp.
Otu5936,0.985846858,Eukaryota,Opisthokonta,Fungi,,,,,
Otu10794,0.919027681,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14677,0.988843508,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu4510,0.921688261,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallus,Phallus_hadriani
Otu4565,0.808900265,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11781,0.878742523,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2711,0.999631858,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu10213,0.997109816,Eukaryota,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Dipodascus,Dipodascus_ingens
Otu6536,0.868686154,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9790,0.981173988,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu5191,0.841664902,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6506,0.838924519,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7236,0.937378137,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4197,0.736546806,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7869,0.880057936,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11777,0.789835693,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu6476,0.959344664,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1849,0.931406389,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Melanospora,Melanospora_zamiae
Otu3662,0.84675369,Eukaryota,Opisthokonta,Fungi,,,,,
Otu9424,0.830861901,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,Conidiobolus_brefeldianus
Otu7754,0.952612569,Eukaryota,Opisthokonta,Fungi,,,,,
Otu7293,0.884925429,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu1739,0.994840142,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu2625,0.999809534,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5976,0.999751609,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4484,0.947382726,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Kickxellales,Linderina,Linderina_macrospora
Otu9816,0.822781959,Eukaryota,Opisthokonta,Fungi,,,,,
Otu11047,0.814495666,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces,Sporobolomyces_griseoflavus
Otu13741,0.891162994,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu9665,0.908961028,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces,Sporobolomyces_sasicola
Otu6684,0.999900142,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,Mycogloea,Mycogloea_sp.
Otu13323,0.880532584,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8116,0.701540998,Eukaryota,Opisthokonta,Fungi,Entomophthoromycota,Entomophthoromycotina,Entomophthorales,Conidiobolus,
Otu15232,0.805827126,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Mycoemilia,Mycoemilia_scoparia
Otu6350,0.958971068,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4282,0.884501233,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8118,0.778009874,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14734,0.816936063,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13255,0.910158742,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu10288,0.851357748,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2418,0.77452642,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6960,0.791958629,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu9168,0.7590242,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu15206,0.941685459,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu13448,0.84838726,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8027,0.754463851,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Ramicandelaber,Ramicandelaber_sp.
Otu9423,0.835198021,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8677,0.876113448,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5723,0.817327617,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6668,0.992515962,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,,,
Otu10959,0.98576945,Eukaryota,Opisthokonta,Fungi,,,,,
Otu2358,0.991513204,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,,
Otu5193,0.736453543,Eukaryota,Opisthokonta,Fungi,Cryptomycota,Cryptomycotina,Cryptomycotina_X,Cryptomycotina_XX,Cryptomycotina_XX_sp.
Otu5230,0.834327677,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5776,0.83694972,Eukaryota,Opisthokonta,Fungi,,,,,
Otu6575,0.947944183,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu8765,0.848926048,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu5993,0.946608706,Eukaryota,Opisthokonta,Fungi,,,,,
Otu12332,0.704855634,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu11052,0.990846106,Eukaryota,Opisthokonta,Fungi,,,,,
Otu8297,0.814275801,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Allomyces,Allomyces_macrogynus
Otu11607,0.986027488,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,Acaulopage,Acaulopage_tetraceros
Otu4193,0.993653174,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Melampsora,Melampsora_occidentalis
Otu9767,0.986420476,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Mesochytrium,Mesochytrium_penetrans
Otu12807,0.919400852,Eukaryota,Opisthokonta,Fungi,,,,,
Otu5286,0.890133652,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13243,0.720475875,Eukaryota,Opisthokonta,Fungi,Ascomycota,,,,
Otu2475,0.91675327,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu7864,0.990520856,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,,
Otu14166,0.999757057,Eukaryota,Opisthokonta,Fungi,,,,,
Otu13876,0.717484037,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Phlyctochytrium,Phlyctochytrium_bullatum
Otu12772,0.999904754,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,,
Otu4844,0.858145091,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu469,0.940385087,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus_sp.
Otu7872,0.825551676,Eukaryota,Opisthokonta,Fungi,,,,,
Otu14090,0.800015793,Eukaryota,Opisthokonta,Fungi,,,,,
Otu4050,0.872140714,Eukaryota,Opisthokonta,Fungi,Fungi_X,Fungi_XX,Fungi_XXX,Fungi_XXXX,Fungi_XXXX_sp.
Otu7785,0.999999988,Eukaryota,Opisthokonta,Fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycotina_X,,
Otu4989,0.98904496,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,
Otu13183,0.970283272,Eukaryota,Opisthokonta,Fungi,,,,,
