,X10_13S_N_C_0,X11_13S_N_C_0,X12_13S_N_C_0,X13_13S_N_C_0,X14_13S_N_C_0,X15_13S_N_C_0,X16_13S_N_C_0,X17_13S_N_C_0,X18_13S_N_C_0,X19_13S_N_C_0,X20_13S_N_C_0
493564de8deafaaca9b2ed27d2b6920b,0.477556745728131,0.619229788319306,0.537362917623055,0.56988013261923,0.223157357816883,0.397730170874777,0.116041826064779,0.457918898240245,0.541315990818669,0.243815353226218,0.450905381280286
c0c154e05660037ec3b4a48f7b790364,0.0497322111706197,0.158505483295078,0.0330272889568987,0.0705177250701352,0.174062739097169,0.140015302218822,0.0332823259372609,0.150089262943127,0.0828870186176996,0.0739607243050242,0.121142565672022
646d5b9062b22a1e3a1ec1986a855f62,0.0281815863300179,0.0563631726600357,0.0775312420300944,0.0373629176230553,0.0656720224432543,0.0192552920173425,0.0344299923488906,0.0659270594236164,0.0559806171894925,0.18005610813568,0.0924509053812803
3be82cf832cada69d2385e3ae4d148a9,0.14804896710023,0.0637592450905381,0.201861769956644,0.0958939046161693,0.185666921703647,0.187579699056363,0.0915582759500128,0.0964039785768936,0.127263453200714,0.2061973986228,0.112088752869166
9d7af83a1e2fc91556d87b6865292a9a,0.0130068859984698,0.030094363682734,0.00867125733231319,0.0292017342514665,0.0422086202499362,0.00739607243050242,0.0021678143330783,0.0494771741902576,0.0436113236419281,0.00828870186176996,0.036852843662331
7cfc4db5e6907cc0ca798828dfa8bf51,0,0,0,0,0,0,0.000127518490181076,0.000127518490181076,0,0.000382555470543229,0.000127518490181076
23a112a9a135efefb7832a8891209e74,0.171002295332823,0.0235909206834991,0.073578168834481,0.101249681203775,0.160035705177251,0.153149706707473,0.351440958939046,0.0720479469523081,0.0563631726600357,0.0929609793420046,0.0721754654424892
30663607798226a8669ca7c6e3deb903,0.0192552920173425,0.0140270339199184,0.0172149961744453,0.0363427697016067,0.0346850293292527,0.0413159908186687,0.0416985462892119,0.0309869931140015,0.0331548074470798,0.0483295077786279,0.0373629176230553
7860130e7d02cabbef9dc43635bf2bf3,0.0131344044886509,0.0021678143330783,0.00765110941086458,0.00739607243050242,0.00892629431267534,0.00497322111706197,0.0080336648814078,0.00459066564651875,0.00471818413669982,0.00675847997959704,0.00420811017597552
692d7ee2bb2bddb29ea7c71a17e961a2,0,0,0,0,0,0,0,0,0,0.000127518490181076,0.00178525886253507
03f210497c0c675e81fcbb852d4ce60e,0.000765110941086458,0.00153022188217292,0.000510073960724305,0.00140270339199184,0.00637592450905381,0,0.000255036980362153,0.0122417750573833,0.00561081356796736,0.000127518490181076,0.00994644223412395
d5db5b89d3757cfb56bacc6bd406cae8,0.00102014792144861,0.000127518490181076,0.000382555470543229,0.000510073960724305,0.00114766641162969,0.000255036980362153,0.00586585054832951,0.000765110941086458,0.000510073960724305,0.00242285131344045,0.000510073960724305
9ce7e3228fba0278f66c35105f9a1c6c,0,0,0.000510073960724305,0,0,0,0,0,0,0,0
79d7fab84f7fc95646fe8f9bc52a4088,0.0202754399387911,0.00828870186176996,0.00459066564651875,0.00395307319561336,0.0210405508798776,0.00306044376434583,0.0188727365467993,0.00344299923488906,0.00255036980362153,0.0113491456261158,0.00446314715633767
5da2d45b0bbd06a8f6fbbce9633fa374,0.00204029584289722,0,0.000637592450905381,0.000382555470543229,0.000127518490181076,0.000765110941086458,0.0048457026268809,0.00102014792144861,0.000637592450905381,0.000255036980362153,0.00114766641162969
